geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037199400,199400,2022,1545,58292.742,55997
1400000US06037199700,199700,2022,1259,52657.824,50584
1400000US06037199801,199801,2022,942,62806.508,60333
1400000US06037199802,199802,2022,631,60252.941,57880
1400000US06037199900,199900,2022,894,51645.973,49612
1400000US06037201110,201110,2022,833,95056.617,91313
1400000US06037201120,201120,2022,1362,89174.977,85663
1400000US06037201200,201200,2022,774,84201.094,80885
1400000US06037201301,201301,2022,1119,91164.328,87574
1400000US06037201302,201302,2022,1989,115219.7,110682
1400000US06037201401,201401,2022,1369,70167.406,67404
1400000US06037201402,201402,2022,1505,78481.852,75391
1400000US06037201501,201501,2022,1679,91143.508,87554
1400000US06037201503,201503,2022,1021,62850.23,60375
1400000US06037201504,201504,2022,647,76959.914,73929
1400000US06037201601,201601,2022,737,68346.695,65655
1400000US06037201602,201602,2022,794,71799.688,68972
1400000US06037201700,201700,2022,1589,79643.602,76507
1400000US06037203100,203100,2022,1316,52585.992,50515
1400000US06037203200,203200,2022,1386,66363.594,63750
1400000US06037203300,203300,2022,512,25229.617,24236
1400000US06037203500,203500,2022,1034,50169.84,48194
1400000US06037203601,203601,2022,854,47967.086,46078
1400000US06037203602,203602,2022,593,72918.758,70047
1400000US06037203710,203710,2022,866,73405.945,70515
1400000US06037203720,203720,2022,1074,71844.453,69015
1400000US06037203800,203800,2022,1289,56104.566,53895
1400000US06037203900,203900,2022,732,94991.031,91250
1400000US06037204110,204110,2022,907,73783.828,70878
1400000US06037204120,204120,2022,737,82174.266,78938
1400000US06037204200,204200,2022,1117,47534.031,45662
1400000US06037204300,204300,2022,1423,55611.133,53421
1400000US06037204410,204410,2022,703,,
1400000US06037204420,204420,2022,999,48413.676,46507
1400000US06037204600,204600,2022,1158,47216.527,45357
1400000US06037204700,204700,2022,1306,72725.133,69861
1400000US06037204810,204810,2022,1400,56201.379,53988
1400000US06037204820,204820,2022,577,63684.07,61176
1400000US06037204910,204910,2022,997,48944.586,47017
1400000US06037204920,204920,2022,707,69833.242,67083
1400000US06037205110,205110,2022,894,53495.824,51389
1400000US06037205120,205120,2022,911,31173.715,29946
1400000US06037206010,206010,2022,1594,60016.637,57653
1400000US06037206020,206020,2022,251,123293.67,118438
1400000US06037206050,206050,2022,819,49375.559,47431
1400000US06037206051,206051,2022,1178,133247.69,128000
1400000US06037206052,206052,2022,2285,107763.03,103519
1400000US06037206053,206053,2022,1218,38343.066,36833
1400000US06037206054,206054,2022,667,43567.832,41852
1400000US06037206201,206201,2022,1396,48146.141,46250
1400000US06037206202,206202,2022,1265,23269.42,22353
1400000US06037206301,206301,2022,1348,14301.226,13738
1400000US06037206302,206302,2022,756,9803.0742,9417
1400000US06037206303,206303,2022,678,11824.691,11359
1400000US06037207101,207101,2022,1908,60122.816,57755
1400000US06037207102,207102,2022,1531,,
1400000US06037207103,207103,2022,934,43375.246,41667
1400000US06037207303,207303,2022,2049,32132.473,30867
1400000US06037207304,207304,2022,1901,12953.133,12443
1400000US06037207305,207305,2022,870,69942.547,67188
1400000US06037207306,207306,2022,1859,47179.051,45321
1400000US06037207307,207307,2022,1300,15552.504,14940
1400000US06037207308,207308,2022,923,101172.48,97188
1400000US06037207400,207400,2022,802,62150.68,59703
1400000US06037207501,207501,2022,1647,103392.92,99321
1400000US06037207502,207502,2022,2743,20120.402,19328
1400000US06037207711,207711,2022,2300,172159.14,165379
1400000US06037207712,207712,2022,3418,89407.117,85886
1400000US06037207901,207901,2022,2581,87264.75,83828
1400000US06037207902,207902,2022,5166,117420.37,112796
1400000US06037208001,208001,2022,1222,88937.633,85435
1400000US06037208002,208002,2022,1350,49084.078,47151
1400000US06037208301,208301,2022,588,43429.379,41719
1400000US06037208302,208302,2022,1948,58406.211,56106
1400000US06037208401,208401,2022,1486,51945.781,49900
1400000US06037208402,208402,2022,900,73390.328,70500
1400000US06037208501,208501,2022,981,78797.273,75694
1400000US06037208502,208502,2022,1566,49607.699,47654
1400000US06037208610,208610,2022,1591,76615.344,73598
1400000US06037208620,208620,2022,1776,77081.711,74046
1400000US06037208710,208710,2022,2262,64285.766,61754
1400000US06037208720,208720,2022,1643,40687.391,39085
1400000US06037208801,208801,2022,1424,46945.867,45097
1400000US06037208802,208802,2022,1506,39347.629,37798
1400000US06037208902,208902,2022,731,36952.293,35497
1400000US06037208903,208903,2022,1194,48482.383,46573
1400000US06037208904,208904,2022,1444,28198.543,27088
1400000US06037209103,209103,2022,1122,33257.793,31948
1400000US06037209104,209104,2022,1020,39237.281,37692
1400000US06037209105,209105,2022,1089,32401.051,31125
1400000US06037209106,209106,2022,1362,49033.07,47102
1400000US06037209201,209201,2022,2323,75277.656,72313
1400000US06037209202,209202,2022,622,37157.367,35694
1400000US06037209300,209300,2022,2392,32952.777,31655
1400000US06037209401,209401,2022,1647,36163.215,34739
1400000US06037209402,209402,2022,1336,49354.738,47411
1400000US06037209403,209403,2022,1561,32735.211,31446
1400000US06037209510,209510,2022,979,42448.758,40777
1400000US06037209520,209520,2022,1023,43011.938,41318
1400000US06037209810,209810,2022,786,35734.324,34327
1400000US06037209820,209820,2022,847,50247.914,48269
1400000US06037210010,210010,2022,1262,34320.648,32969
1400000US06037211000,211000,2022,2377,161481.63,155122
1400000US06037211121,211121,2022,1134,74171.078,71250
1400000US06037211122,211122,2022,1390,51688.652,49653
1400000US06037211123,211123,2022,1185,83345.391,80063
1400000US06037211124,211124,2022,2295,63041.773,60559
1400000US06037211201,211201,2022,1108,59834.461,57478
1400000US06037211202,211202,2022,1062,51409.668,49385
1400000US06037211310,211310,2022,1581,45061.664,43287
1400000US06037211320,211320,2022,1350,39515.227,37959
1400000US06037211410,211410,2022,1281,50314.539,48333
1400000US06037211420,211420,2022,1391,57767.039,55492
1400000US06037211500,211500,2022,1999,75342.203,72375
1400000US06037211701,211701,2022,1328,100559.33,96599
1400000US06037211703,211703,2022,2246,60408.051,58029
1400000US06037211704,211704,2022,1845,43982.148,42250
1400000US06037211802,211802,2022,2443,52143.57,50090
1400000US06037211803,211803,2022,1807,58295.867,56000
1400000US06037211804,211804,2022,1460,48261.691,46361
1400000US06037211910,211910,2022,2177,63488.363,60988
1400000US06037211921,211921,2022,1012,39400.719,37849
1400000US06037211922,211922,2022,1488,53153.336,51060
1400000US06037212101,212101,2022,1695,55274.891,53098
1400000US06037212102,212102,2022,1435,36216.309,34790
1400000US06037212202,212202,2022,1394,55179.121,53006
1400000US06037212203,212203,2022,1739,40846.664,39238
1400000US06037212204,212204,2022,1562,42088.574,40431
1400000US06037212303,212303,2022,1843,36511.949,35074
1400000US06037212304,212304,2022,945,42895.348,41206
1400000US06037212305,212305,2022,1065,48526.102,46615
1400000US06037212306,212306,2022,1225,56398.129,54177
1400000US06037212410,212410,2022,1882,51241.023,49223
1400000US06037212420,212420,2022,1247,50867.309,48864
1400000US06037212501,212501,2022,980,49524.422,47574
1400000US06037212502,212502,2022,1655,63989.082,61469
1400000US06037212610,212610,2022,2092,69278.391,66550
1400000US06037212620,212620,2022,1884,47273.785,45412
1400000US06037212701,212701,2022,843,74496.914,71563
1400000US06037212702,212702,2022,1521,98832.313,94940
1400000US06037212800,212800,2022,1519,76490.422,73478
1400000US06037212900,212900,2022,1601,54077.742,51948
1400000US06037213100,213100,2022,1093,58275.047,55980
1400000US06037213201,213201,2022,1950,42426.898,40756
1400000US06037213202,213202,2022,1352,65079.008,62516
1400000US06037213310,213310,2022,1120,71919.398,69087
1400000US06037213320,213320,2022,1134,34952.535,33576
1400000US06037213401,213401,2022,1799,48011.852,46121
1400000US06037213402,213402,2022,1928,53861.215,51740
1400000US06037214000,214000,2022,1322,154948.33,148846
1400000US06037214100,214100,2022,1842,143787.8,138125
1400000US06037214400,214400,2022,1992,99812.93,95882
1400000US06037214501,214501,2022,1854,112141.47,107725
1400000US06037214503,214503,2022,1595,89484.156,85960
1400000US06037214504,214504,2022,1859,106742.85,102539
1400000US06037214505,214505,2022,976,85515.875,82148
1400000US06037214600,214600,2022,1424,120054.09,115326
1400000US06037214700,214700,2022,1365,119774.06,115057
1400000US06037214800,214800,2022,1651,128375.83,123320
1400000US06037214902,214902,2022,1923,117570.27,112940
1400000US06037214903,214903,2022,1308,,
1400000US06037214904,214904,2022,1039,121519.81,116734
1400000US06037215101,215101,2022,1976,83353.719,80071
1400000US06037215102,215102,2022,2270,95713.484,91944
1400000US06037216100,216100,2022,1072,145286.83,139565
1400000US06037216201,216201,2022,1591,114607.59,110094
1400000US06037216202,216202,2022,1569,82327.297,79085
1400000US06037216301,216301,2022,725,,
1400000US06037216302,216302,2022,1979,102219.72,98194
1400000US06037216401,216401,2022,2122,101666.95,97663
1400000US06037216402,216402,2022,1401,97936.016,94079
1400000US06037216700,216700,2022,1749,109250.62,104948
1400000US06037216800,216800,2022,1674,130375.58,125241
1400000US06037216901,216901,2022,1417,116275.27,111696
1400000US06037216902,216902,2022,1277,68594.453,65893
1400000US06037217001,217001,2022,1137,128523.65,123462
1400000US06037217002,217002,2022,2287,114799.13,110278
1400000US06037217101,217101,2022,1027,86532.93,83125
1400000US06037217102,217102,2022,1340,104165.34,100063
1400000US06037217200,217200,2022,1867,82267.961,79028
1400000US06037218110,218110,2022,1369,45793.484,43990
1400000US06037218120,218120,2022,1526,52680.727,50606
1400000US06037218210,218210,2022,1323,57894.039,55614
1400000US06037218220,218220,2022,1642,71857.984,69028
1400000US06037218300,218300,2022,2307,66593.656,63971
1400000US06037218400,218400,2022,1509,89532.039,86006
1400000US06037218500,218500,2022,1035,69214.891,66489
1400000US06037218600,218600,2022,1194,78559.922,75466
1400000US06037218701,218701,2022,898,57188.246,54936
1400000US06037218702,218702,2022,917,55059.406,52891
1400000US06037218800,218800,2022,1009,52061.332,50011
1400000US06037218900,218900,2022,2310,53188.73,51094
1400000US06037219010,219010,2022,1041,77703.188,74643
1400000US06037219020,219020,2022,1440,76215.602,73214
1400000US06037219300,219300,2022,1516,53611.375,51500
1400000US06037219500,219500,2022,881,115410.2,110865
1400000US06037219700,219700,2022,1420,63103.191,60618
1400000US06037219800,219800,2022,1073,71256.289,68450
1400000US06037219901,219901,2022,1657,63664.289,61157
1400000US06037219902,219902,2022,1434,86142.555,82750
1400000US06037220000,220000,2022,2337,47554.852,45682
1400000US06037220100,220100,2022,1160,65388.184,62813
1400000US06037221110,221110,2022,1251,48632.285,46717
1400000US06037221120,221120,2022,842,48953.953,47026
1400000US06037221210,221210,2022,943,68720.414,66014
1400000US06037221220,221220,2022,1003,59922.945,57563
1400000US06037221302,221302,2022,1307,36075.773,34655
1400000US06037221303,221303,2022,801,50431.129,48445
1400000US06037221304,221304,2022,1205,53337.594,51237
1400000US06037221401,221401,2022,1390,37986.004,36490
1400000US06037221402,221402,2022,1020,55302.996,53125
1400000US06037221500,221500,2022,1215,35442.844,34047
1400000US06037221601,221601,2022,1025,53958.027,51833
1400000US06037221602,221602,2022,886,54771.047,52614
1400000US06037221710,221710,2022,1070,50452.988,48466
1400000US06037221810,221810,2022,983,33486.813,32168
1400000US06037221820,221820,2022,1161,25260.848,24266
1400000US06037221900,221900,2022,1068,29668.432,28500
1400000US06037222001,222001,2022,1021,88918.891,85417
1400000US06037222002,222002,2022,1434,70712.883,67928
1400000US06037222100,222100,2022,1218,72311.859,69464
1400000US06037222200,222200,2022,1380,48914.395,46988
1400000US06037222500,222500,2022,1319,82045.188,78814
1400000US06037222600,222600,2022,1878,46726.219,44886
1400000US06037222700,222700,2022,178,,
1400000US06037224010,224010,2022,1881,45175.133,43396
1400000US06037224020,224020,2022,1006,33204.699,31897
1400000US06037224200,224200,2022,821,53301.16,51202
1400000US06037224310,224310,2022,603,55362.336,53182
1400000US06037224320,224320,2022,1169,31575.539,30332
1400000US06037224410,224410,2022,1252,35412.656,34018
1400000US06037224420,224420,2022,956,26195.664,25164
1400000US06037224600,224600,2022,839,48146.141,46250
1400000US06037224701,224701,2022,395,38839.621,37310
1400000US06037224702,224702,2022,937,12084.941,11609
1400000US06037226001,226001,2022,604,40034.688,38458
1400000US06037226002,226002,2022,1365,44589.051,42833
1400000US06037226410,226410,2022,886,44618.199,42861
1400000US06037226420,226420,2022,1333,43517.863,41804
1400000US06037226701,226701,2022,626,79189.727,76071
1400000US06037226702,226702,2022,891,64398.195,61862
1400000US06037227010,227010,2022,1108,50684.09,48688
1400000US06037227020,227020,2022,809,64141.066,61615
1400000US06037228100,228100,2022,1249,67754.367,65086
1400000US06037228210,228210,2022,1033,50532.105,48542
1400000US06037228220,228220,2022,1022,55953.621,53750
1400000US06037228310,228310,2022,1113,41400.477,39770
1400000US06037228320,228320,2022,756,53131.477,51039
1400000US06037228410,228410,2022,737,49832.555,47870
1400000US06037228420,228420,2022,689,86192.523,82798
1400000US06037228500,228500,2022,1224,45404.152,43616
1400000US06037228600,228600,2022,1170,46742.875,44902
1400000US06037228710,228710,2022,1068,49163.195,47227
1400000US06037228720,228720,2022,1136,58487.41,56184
1400000US06037228800,228800,2022,1349,56106.648,53897
1400000US06037228900,228900,2022,887,34320.648,32969
1400000US06037229100,229100,2022,1152,67106.867,64464
1400000US06037229200,229200,2022,1277,50406.145,48421
1400000US06037229300,229300,2022,1414,57422.469,55161
1400000US06037229410,229410,2022,926,62537.93,60075
1400000US06037229420,229420,2022,1054,56189.93,53977
1400000US06037231100,231100,2022,740,43710.449,41989
1400000US06037231210,231210,2022,1249,42687.148,41006
1400000US06037231220,231220,2022,1462,34829.699,33458
1400000US06037231301,231301,2022,851,59206.738,56875
1400000US06037231302,231302,2022,886,59663.738,57314
1400000US06037231400,231400,2022,1585,61390.75,58973
1400000US06037231500,231500,2022,1517,80243.219,77083
1400000US06037231601,231601,2022,785,78211.188,75131
1400000US06037231602,231602,2022,677,88768.992,85273
1400000US06037231603,231603,2022,817,46883.41,45037
1400000US06037231710,231710,2022,1257,46165.121,44347
1400000US06037231720,231720,2022,1593,48939.379,47012
1400000US06037231800,231800,2022,1467,45829.918,44025
1400000US06037231901,231901,2022,783,51290.992,49271
1400000US06037231902,231902,2022,814,45307.34,43523
1400000US06037232110,232110,2022,877,54001.75,51875
1400000US06037232120,232120,2022,1542,54294.27,52156
1400000US06037232200,232200,2022,894,64845.824,62292
1400000US06037232300,232300,2022,1206,77056.727,74022
1400000US06037232401,232401,2022,1158,70748.281,67962
1400000US06037232402,232402,2022,1033,44205.965,42465
1400000US06037232500,232500,2022,1535,66363.594,63750
1400000US06037232601,232601,2022,571,55783.938,53587
1400000US06037232602,232602,2022,1365,78846.203,75741
1400000US06037232701,232701,2022,575,79444.773,76316
1400000US06037232702,232702,2022,1107,70202.797,67438
1400000US06037232800,232800,2022,971,58035.617,55750
1400000US06037234001,234001,2022,1073,75725.289,72743
1400000US06037234002,234002,2022,1092,61202.332,58792
1400000US06037234200,234200,2022,1167,78725.445,75625
1400000US06037234301,234301,2022,1054,44028.992,42295
1400000US06037234302,234302,2022,1532,46844.891,45000
1400000US06037234501,234501,2022,980,96871.07,93056
1400000US06037234502,234502,2022,1226,32505.15,31225
1400000US06037234600,234600,2022,1841,74333.477,71406
1400000US06037234700,234700,2022,1491,70712.883,67928
1400000US06037234800,234800,2022,1173,69430.375,66696
1400000US06037234901,234901,2022,1386,48229.418,46330
1400000US06037234902,234902,2022,2126,27569.781,26484
1400000US06037235100,235100,2022,1920,100048.2,96108
1400000US06037235201,235201,2022,1001,64905.16,62349
1400000US06037235202,235202,2022,1900,33460.785,32143
1400000US06037236001,236001,2022,2210,114091.26,109598
1400000US06037236101,236101,2022,1367,33420.188,32104
1400000US06037236102,236102,2022,2065,59309.797,56974
1400000US06037236203,236203,2022,1640,33064.164,31762
1400000US06037236204,236204,2022,1425,42186.43,40525
1400000US06037236205,236205,2022,1441,28863.74,27727
1400000US06037236206,236206,2022,1365,55283.219,53106
1400000US06037236400,236400,2022,2226,107940,103689
1400000US06037237101,237101,2022,1029,48146.141,46250
1400000US06037237102,237102,2022,1052,51590.801,49559
1400000US06037237201,237201,2022,1062,56628.188,54398
1400000US06037237202,237202,2022,1288,49881.48,47917
1400000US06037237300,237300,2022,1911,80089.148,76935
1400000US06037237401,237401,2022,1081,70236.109,67470
1400000US06037237402,237402,2022,1042,86749.453,83333
1400000US06037237500,237500,2022,793,36063.281,34643
1400000US06037237600,237600,2022,1206,50433.211,48447
1400000US06037237710,237710,2022,1115,45616.516,43820
1400000US06037237720,237720,2022,945,42996.324,41303
1400000US06037237800,237800,2022,1342,53265.766,51168
1400000US06037237900,237900,2022,1394,61979.957,59539
1400000US06037238000,238000,2022,2349,72725.133,69861
1400000US06037238100,238100,2022,2170,53524.973,51417
1400000US06037238200,238200,2022,2424,43107.711,41410
1400000US06037238310,238310,2022,1417,54969.879,52805
1400000US06037238320,238320,2022,1166,34765.156,33396
1400000US06037238400,238400,2022,1855,89492.484,85968
1400000US06037239201,239201,2022,869,48760.328,46840
1400000US06037239202,239202,2022,1279,50467.563,48480
1400000US06037239310,239310,2022,976,55194.734,53021
1400000US06037239320,239320,2022,847,52468.363,50402
1400000US06037239330,239330,2022,753,48905.027,46979
1400000US06037239501,239501,2022,1024,60915.016,58516
1400000US06037239502,239502,2022,911,58990.211,56667
1400000US06037239601,239601,2022,988,60448.648,58068
1400000US06037239602,239602,2022,957,51615.785,49583
1400000US06037239701,239701,2022,1141,38111.965,36611
1400000US06037239702,239702,2022,1188,38473.191,36958
1400000US06037239801,239801,2022,1006,67695.031,65029
1400000US06037239802,239802,2022,1372,58964.188,56642
1400000US06037240010,240010,2022,1077,32129.35,30864
1400000US06037240020,240020,2022,1348,69544.883,66806
1400000US06037240200,240200,2022,1507,55406.055,53224
1400000US06037240301,240301,2022,912,48951.871,47024
1400000US06037240302,240302,2022,784,55433.121,53250
1400000US06037240401,240401,2022,1632,45734.148,43933
1400000US06037240402,240402,2022,1161,66789.367,64159
1400000US06037240500,240500,2022,1720,56589.672,54361
1400000US06037240600,240600,2022,1303,62769.031,60297
1400000US06037240700,240700,2022,1740,60029.129,57665
1400000US06037240800,240800,2022,1108,57783.695,55508
1400000US06037240901,240901,2022,601,58604,56296
1400000US06037240902,240902,2022,831,,
1400000US06037241001,241001,2022,1167,73106.141,70227
1400000US06037241002,241002,2022,1000,62796.098,60323
1400000US06037241110,241110,2022,872,70304.813,67536
1400000US06037241120,241120,2022,1290,42440.43,40769
1400000US06037241201,241201,2022,946,59977.078,57615
1400000US06037241202,241202,2022,1655,53432.324,51328
1400000US06037241300,241300,2022,755,62831.492,60357
1400000US06037241400,241400,2022,996,76231.211,73229
1400000US06037242000,242000,2022,1167,49752.398,47793
1400000US06037242100,242100,2022,826,28333.873,27218
1400000US06037242201,242201,2022,1039,62656.605,60189
1400000US06037242202,242202,2022,758,49609.781,47656
1400000US06037242300,242300,2022,1318,51518.973,49490
1400000US06037242600,242600,2022,1425,22373.121,21492
1400000US06037242700,242700,2022,1348,52677.602,50603
1400000US06037243001,243001,2022,765,67612.797,64950
1400000US06037243002,243002,2022,685,72144.258,69303
1400000US06037243100,243100,2022,1531,33565.926,32244
1400000US06037261102,261102,2022,1758,229255.78,220227
1400000US06037261103,261103,2022,761,230320.72,221250
1400000US06037261104,261104,2022,770,248972.28,239167
1400000US06037261200,261200,2022,1800,194436.48,186779
1400000US06037262100,262100,2022,1426,224511.95,215670
1400000US06037262200,262200,2022,1926,193384.05,185768
1400000US06037262301,262301,2022,971,260249.41,250000
1400000US06037262302,262302,2022,1477,209983.8,201714
1400000US06037262303,262303,2022,1186,260249.41,250000
1400000US06037262400,262400,2022,1303,260249.41,250000
1400000US06037262501,262501,2022,1418,260249.41,250000
1400000US06037262601,262601,2022,1305,260249.41,250000
1400000US06037262604,262604,2022,2454,252007.83,242083
1400000US06037262704,262704,2022,1766,160667.58,154340
1400000US06037262706,262706,2022,1496,166473.22,159917
1400000US06037262802,262802,2022,1596,173302.16,166477
1400000US06037264000,264000,2022,1339,207608.23,199432
1400000US06037264102,264102,2022,1813,148142.28,142308
1400000US06037264103,264103,2022,1643,161805.38,155433
1400000US06037264303,264303,2022,1743,149839.11,143938
1400000US06037264304,264304,2022,1509,134100.27,128819
1400000US06037264305,264305,2022,1993,131307.28,126136
1400000US06037264306,264306,2022,1094,144538.36,138846
1400000US06037265100,265100,2022,1540,124269.09,119375
1400000US06037265201,265201,2022,1171,148776.25,142917
1400000US06037265203,265203,2022,1483,106948.97,102737
1400000US06037265204,265204,2022,918,,
1400000US06037265301,265301,2022,,,
1400000US06037265303,265303,2022,1833,34611.09,33248
1400000US06037265304,265304,2022,1163,17402.357,16717
1400000US06037265306,265306,2022,544,37972.469,36477
1400000US06037265307,265307,2022,1150,27971.605,26870
1400000US06037265410,265410,2022,694,157450.89,151250
1400000US06037265420,265420,2022,726,260249.41,250000
1400000US06037265521,265521,2022,1221,74407.383,71477
1400000US06037265522,265522,2022,1231,99131.078,95227
1400000US06037265523,265523,2022,1493,74526.063,71591
1400000US06037265524,265524,2022,1402,117183.02,112568
1400000US06037265601,265601,2022,1546,85737.602,82361
1400000US06037265602,265602,2022,1965,106074.53,101897
1400000US06037265701,265701,2022,876,114856.39,110333
1400000US06037265702,265702,2022,1794,100346.96,96395
1400000US06037267101,267101,2022,1505,120415.31,115673
1400000US06037267102,267102,2022,1612,137867.64,132438
1400000US06037267201,267201,2022,1434,97593.523,93750
1400000US06037267202,267202,2022,1856,129059.76,123977
1400000US06037267300,267300,2022,2423,85959.336,82574
1400000US06037267403,267403,2022,2042,95464.688,91705
1400000US06037267404,267404,2022,1713,88985.516,85481
1400000US06037267405,267405,2022,1568,120333.08,115594
1400000US06037267406,267406,2022,1118,94592.328,90867
1400000US06037267502,267502,2022,1789,81978.563,78750
1400000US06037267503,267503,2022,1207,136905.77,131514
1400000US06037267504,267504,2022,1923,125006.12,120083
1400000US06037267600,267600,2022,1377,82398.086,79153
1400000US06037267700,267700,2022,2027,130064.32,124942
1400000US06037267800,267800,2022,1665,108133.63,103875
1400000US06037267901,267901,2022,2239,131425.95,126250
1400000US06037267902,267902,2022,1883,171564.73,164808
1400000US06037269000,269000,2022,2376,188789.08,181354
1400000US06037269100,269100,2022,2033,91266.344,87672
1400000US06037269300,269300,2022,1605,247591.91,237841
1400000US06037269500,269500,2022,1404,260249.41,250000
1400000US06037269601,269601,2022,1181,78628.633,75532
1400000US06037269602,269602,2022,1135,82350.195,79107
1400000US06037269700,269700,2022,1674,114886.58,110362
1400000US06037269800,269800,2022,1711,119714.73,115000
1400000US06037269903,269903,2022,1994,87548.938,84101
1400000US06037269905,269905,2022,1572,108032.65,103778
1400000US06037269906,269906,2022,1748,123321.78,118465
1400000US06037269907,269907,2022,1456,97393.656,93558
1400000US06037269908,269908,2022,1455,82457.422,79210
1400000US06037269909,269909,2022,1388,102585.11,98545
1400000US06037270101,270101,2022,1287,85737.602,82361
1400000US06037270102,270102,2022,1304,87942.438,84479
1400000US06037270200,270200,2022,1342,82479.281,79231
1400000US06037270300,270300,2022,1243,69406.43,66673
1400000US06037271100,271100,2022,1036,116938.38,112333
1400000US06037271200,271200,2022,1329,90900.953,87321
1400000US06037271300,271300,2022,2145,121052.41,116285
1400000US06037271400,271400,2022,1468,174210.95,167350
1400000US06037271500,271500,2022,1387,106144.28,101964
1400000US06037271600,271600,2022,2141,117184.06,112569
1400000US06037271702,271702,2022,2113,84529.008,81200
1400000US06037271703,271703,2022,1380,128584.02,123520
1400000US06037271704,271704,2022,1469,156930.39,150750
1400000US06037271801,271801,2022,1994,71894.414,69063
1400000US06037271803,271803,2022,1767,95450.109,91691
1400000US06037271804,271804,2022,1186,95629.164,91863
1400000US06037271901,271901,2022,1414,118592.53,113922
1400000US06037271902,271902,2022,1945,90018.188,86473
1400000US06037272100,272100,2022,1943,121160.67,116389
1400000US06037272201,272201,2022,1108,89042.773,85536
1400000US06037272202,272202,2022,1749,99700.508,95774
1400000US06037272301,272301,2022,1468,124970.72,120049
1400000US06037272302,272302,2022,1918,76111.5,73114
1400000US06037273100,273100,2022,1396,145956.19,140208
1400000US06037273200,273200,2022,1812,130376.63,125242
1400000US06037273300,273300,2022,1736,95525.063,91763
1400000US06037273403,273403,2022,1219,,
1400000US06037273404,273404,2022,1371,82582.344,79330
1400000US06037273502,273502,2022,2006,107872.34,103624
1400000US06037273600,273600,2022,1199,129089.95,124006
1400000US06037273700,273700,2022,1369,133623.5,128361
1400000US06037273800,273800,2022,1645,100663.43,96699
1400000US06037273902,273902,2022,2566,160554.11,154231
1400000US06037274100,274100,2022,2621,150101.44,144190
1400000US06037274202,274202,2022,2996,175616.3,168700
1400000US06037275101,275101,2022,499,145897.89,140152
1400000US06037275102,275102,2022,1363,91998.164,88375
1400000US06037275200,275200,2022,1724,96768.016,92957
1400000US06037275311,275311,2022,2608,98658.469,94773
1400000US06037275312,275312,2022,1083,152390.59,146389
1400000US06037275313,275313,2022,1793,101627.39,97625
1400000US06037275400,275400,2022,2611,146312.22,140550
1400000US06037275500,275500,2022,1849,54814.77,52656
1400000US06037275603,275603,2022,1283,127995.86,122955
1400000US06037275604,275604,2022,5240,180920.17,173795
1400000US06037275605,275605,2022,1922,122840.84,118003
1400000US06037276000,276000,2022,3111,153959.38,147896
1400000US06037276101,276101,2022,1898,121852.94,117054
1400000US06037276102,276102,2022,1741,80117.258,76962
1400000US06037276400,276400,2022,1575,232025.88,222888
1400000US06037276500,276500,2022,756,147040.91,141250
1400000US06037276601,276601,2022,1807,162221.78,155833
1400000US06037276605,276605,2022,1359,101082.95,97102
1400000US06037276606,276606,2022,1865,117186.14,112571
1400000US06037276607,276607,2022,1583,100869.55,96897
1400000US06037276608,276608,2022,1154,115895.3,111331
1400000US06037277000,277000,2022,2286,152952.73,146929
1400000US06037277100,277100,2022,1159,145553.33,139821
1400000US06037277200,277200,2022,1171,60554.832,58170
1400000US06037277400,277400,2022,15,,
1400000US06037278001,278001,2022,1254,110931.83,106563
1400000US06037278102,278102,2022,1645,168406.34,161774
1400000US06037291110,291110,2022,1457,54786.664,52629
1400000US06037291120,291120,2022,662,79376.07,76250
1400000US06037291130,291130,2022,1053,88701.32,85208
1400000US06037291210,291210,2022,1738,59311.879,56976
1400000US06037291220,291220,2022,1094,75867.906,72880
1400000US06037291300,291300,2022,1140,109955.38,105625
1400000US06037292001,292001,2022,1453,52468.363,50402
1400000US06037292002,292002,2022,543,114335.89,109833
1400000US06037293203,293203,2022,1218,80267.164,77106
1400000US06037293204,293204,2022,1104,111623.05,107227
1400000US06037293205,293205,2022,1160,59625.219,57277
1400000US06037293206,293206,2022,828,73623.516,70724
1400000US06037293301,293301,2022,1007,110171.9,105833
1400000US06037293302,293302,2022,1724,105169.91,101028
1400000US06037293304,293304,2022,1651,71588.367,68769
1400000US06037293306,293306,2022,865,119540.88,114833
1400000US06037293307,293307,2022,936,62720.105,60250
1400000US06037294110,294110,2022,1066,66772.711,64143
1400000US06037294120,294120,2022,626,76773.57,73750
1400000US06037294200,294200,2022,1480,74370.953,71442
1400000US06037294301,294301,2022,644,118009.57,113362
1400000US06037294302,294302,2022,1268,69281.516,66553
1400000US06037294410,294410,2022,1682,72688.695,69826
1400000US06037294421,294421,2022,1030,58171.988,55881
1400000US06037294510,294510,2022,1203,61442.801,59023
1400000US06037294520,294520,2022,938,57011.273,54766
1400000US06037294610,294610,2022,1223,62351.594,59896
1400000US06037294620,294620,2022,1094,69787.438,67039
1400000US06037294701,294701,2022,1016,35724.957,34318
1400000US06037294810,294810,2022,1081,51157.746,49143
1400000US06037294820,294820,2022,999,36660.813,35217
1400000US06037294830,294830,2022,1078,65889.945,63295
1400000US06037294900,294900,2022,1035,36835.699,35385
1400000US06037295103,295103,2022,2183,132962.45,127726
1400000US06037296210,296210,2022,1130,57038.34,54792
